,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Garanti Süresi,Garanti Tipi,Kullanım Amacı,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,SSD Kapasitesi,Star,Çözünürlük,Çözünürlük Standartı,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi
98,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,13279.0,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
99,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,16799.0,8,4,512.0,4.54,1.0,2.0,4.0,AMD Ryzen 5,6.0,Windows
100,ASUS,3.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,18999.0,16,4,512.0,4.7,1.0,2.0,4.0,AMD Ryzen 5,6.0,Free Dos
101,Dell,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,16799.0,8,4,512.0,4.86,1.0,2.0,10.0,Intel Core i5,6.0,Windows
102,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,20699.0,16,4,512.0,4.52,1.0,2.0,4.0,AMD Ryzen 5,6.0,Free Dos
103,LENOVO,3.0,0,17.3,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Tasarım,19259.0,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
104,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,16720.0,8,4,512.0,4.78,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
105,MSI,2.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,48399.0,32,4,1024.0,5.0,2.0,2.0,12.0,Intel Core i7,14.0,Windows
106,ACER,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,26599.0,32,4,512.0,4.42,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
107,LENOVO,2.0,0,16.0,GDDR6,8.0,2.0,Marka Grantili,Oyun,48889.99,32,4,1024.0,3.5,2.0,2.0,11.0,Intel Core i7,8.0,Free Dos
108,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18999.0,8,4,512.0,5.0,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
109,LENOVO,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,12350.0,8,4,128.0,4.7,1.0,2.0,11.0,Intel Core i5,4.0,Windows
110,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18500.0,8,4,256.0,4.67,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
111,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,13069.0,12,4,512.0,0.0,1.0,2.0,10.0,Intel Core i5,4.0,Windows
112,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,14461.27,16,4,512.0,3.67,1.0,2.0,10.0,Intel Core i7,4.0,Free Dos
113,HP,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,12061.26,16,4,256.0,5.0,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
114,LENOVO,3.0,0,15.0,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,12016.26,8,4,512.0,4.68,1.0,2.0,11.0,Intel Core i5,4.0,Windows
115,LENOVO,3.0,0,15.0,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,11999.0,8,4,512.0,4.77,1.0,2.0,11.0,Intel Core i5,4.0,Windows
116,LENOVO,2.0,0,14.0,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,11970.77,8,4,256.0,4.57,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
117,ASUS,3.0,0,14.0,DDR,0.0,2.0,Marka Grantili,Ofis - İş,10245.51,8,4,256.0,0.0,1.0,1.0,11.0,Intel Core i5,4.0,Free Dos
118,ACER,3.0,0,15.6,DDR4,2.0,2.0,Marka Grantili,Ev - Okul,10695.0,8,4,512.0,4.64,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
119,Dell,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,35313.33,16,4,1024.0,5.0,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
120,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,24199.0,16,4,1024.0,4.79,1.0,2.0,4.0,AMD Ryzen 7,8.0,Free Dos
121,ASUS,2.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ev - Okul,8000.0,4,4,256.0,4.73,1.0,2.0,10.0,Intel Core i3,2.0,Windows
122,LENOVO,3.0,0,15.6,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,8999.0,8,4,256.0,4.67,1.0,2.0,3.0,Intel Core i3,2.0,Free Dos
123,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,30399.0,16,8,512.0,4.5,1.0,2.0,6.0,AMD Ryzen 7,8.0,Free Dos
124,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18299.0,16,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
125,HP,2.0,0,16.1,GDDR6,4.0,2.0,Marka Grantili,Oyun,23990.0,16,8,512.0,5.0,1.0,2.0,12.0,Intel Core i5,12.0,Free Dos
126,ASUS,3.0,0,15.6,GDDR6,4.0,2.0,İthalatçı Garantili,Oyun,24937.5,16,8,512.0,4.13,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
127,LENOVO,3.0,0,14.0,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,6899.0,4,4,1024.0,3.5,1.0,2.0,11.0,Intel Core i3,2.0,Free Dos
128,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,24745.0,16,4,512.0,4.24,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
129,HP,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,19999.0,8,8,512.0,4.2,1.0,2.0,6.0,AMD Ryzen 7,1.0,Free Dos
130,ACER,2.0,0,15.6,DDR4,4.0,2.0,Resmi Distribütör Garantili,Oyun,14299.0,8,4,512.0,4.58,1.0,2.0,10.0,Intel Core i5,8.0,Free Dos
131,HP,2.0,0,15.6,DDR4,2.0,2.0,Marka Grantili,Ofis - İş,15499.0,8,4,512.0,4.76,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
132,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,22999.0,16,4,512.0,3.5,1.0,2.0,11.0,Intel Core i7,8.0,Free Dos
133,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,19990.0,16,4,512.0,4.64,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
134,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,19899.0,16,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
135,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18718.0,16,4,512.0,4.7,1.0,2.0,11.0,Intel Core i5,4.0,Windows
136,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15499.99,16,4,512.0,5.0,1.0,2.0,12.0,Intel Core i5,10.0,Windows
137,LENOVO,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18450.0,8,4,256.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
138,HP,2.0,0,15.6,DDR,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,11499.99,16,4,512.0,4.75,1.0,2.0,10.0,Intel Core i3,2.0,Windows
139,LENOVO,3.0,0,14.0,DDR,0.0,2.0,Marka Grantili,Ev - Okul,10999.0,20,4,256.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
140,LENOVO,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,14299.0,8,4,512.0,4.5,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
141,MSI,2.0,0,17.3,GDDR6,16.0,2.0,Resmi Distribütör Garantili,Oyun,80999.0,32,8,2048.0,4.6,2.0,2.0,12.0,Intel Core i7,6.0,Windows
142,LENOVO,3.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13859.01,8,4,256.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
143,ASUS,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,13899.0,8,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
144,LENOVO,2.0,0,17.3,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13830.23,16,4,256.0,5.0,1.0,1.0,11.0,Intel Core i5,4.0,Free Dos
145,LENOVO,3.0,0,14.0,GDDR5,0.0,2.0,Resmi Distribütör Garantili,Oyun,14299.0,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
146,ASUS,3.0,0,15.6,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13314.51,8,4,512.0,4.95,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
147,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Marka Grantili,Ev - Okul,12999.0,8,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
148,LENOVO,3.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Oyun,23299.0,16,4,512.0,4.64,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
149,HP,3.0,0,15.6,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12399.0,8,3,512.0,5.0,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
150,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Marka Grantili,Ev - Okul,12225.51,8,4,512.0,4.5,1.0,2.0,10.0,Intel Core i5,4.0,Windows
151,HP,3.0,0,15.6,GDDR6,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12699.99,16,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Windows
152,Dell,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,19999.0,8,4,512.0,4.89,1.0,2.0,11.0,Intel Core i5,6.0,Free Dos
153,Dell,2.0,0,16.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,23447.78,32,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
154,MSI,2.0,0,17.3,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,63089.0,32,8,1024.0,4.6,2.0,3.0,12.0,Intel Core i7,14.0,Windows
155,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13949.99,16,4,512.0,2.33,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
156,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,14037.21,8,4,256.0,5.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
157,LENOVO,3.0,0,15.6,DDR,0.0,2.0,Marka Grantili,Ev - Okul,9359.5,8,4,512.0,4.75,1.0,2.0,11.0,Intel Core i3,2.0,Free Dos
158,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,23999.0,16,3,512.0,4.64,1.0,2.0,12.0,Intel Core i5,12.0,Free Dos
159,Apple,3.0,0,13.3,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,28898.99,8,4,512.0,4.95,2.0,4.0,2.0,M2,8.0,Mac Os
160,LENOVO,3.0,0,14.0,DDR,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,10799.99,8,4,512.0,0.0,1.0,2.0,10.0,Intel Core i5,4.0,Windows
161,HP,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,10018.13,16,4,256.0,4.75,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
162,ASUS,2.0,0,17.3,GDDR6,16.0,2.0,Resmi Distribütör Garantili,Oyun,97999.0,16,8,4096.0,5.0,2.0,3.0,1.0,Intel Core i9,16.0,Free Dos
163,MSI,2.0,0,17.3,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,65599.0,32,4,1024.0,5.0,1.0,2.0,12.0,Intel Core i9,14.0,Windows
164,MSI,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,43619.0,16,4,1024.0,4.85,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
165,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,12779.0,8,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
166,ASUS,2.0,0,17.3,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,57329.02,16,8,1024.0,5.0,1.0,2.0,12.0,Intel Core i9,14.0,Free Dos
167,MSI,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,37344.53,16,4,1024.0,4.5,1.0,2.0,11.0,Intel Core i7,8.0,Windows
168,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,13699.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
169,ACER,2.0,0,15.6,DDR4,8.0,2.0,Resmi Distribütör Garantili,Oyun,38499.0,16,3,512.0,4.2,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
170,LENOVO,3.0,0,16.1,GDDR6,4.0,1.0,İthalatçı Garantili,Oyun,38000.0,16,4,512.0,4.25,2.0,2.0,11.0,Intel Core i7,8.0,Windows
171,MSI,2.0,0,17.3,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,37999.0,16,4,1024.0,5.0,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
172,MSI,2.0,0,17.3,GDDR6,16.0,2.0,Resmi Distribütör Garantili,Ofis - İş,102969.0,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i9,1.0,Windows
173,ASUS,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,36649.0,16,8,1024.0,0.0,2.0,2.0,12.0,Intel Core i7,14.0,Windows
174,LENOVO,3.0,1,14.0,GDDR6,2.0,2.0,Marka Grantili,Ofis - İş,22541.32,16,4,512.0,3.6,1.0,2.0,11.0,Intel Core i5,4.0,Windows
175,MSI,3.0,0,15.6,GDDR6,10.0,2.0,Resmi Distribütör Garantili,Oyun,33650.0,16,4,1024.0,5.0,1.0,2.0,7.0,AMD Ryzen 7,8.0,Free Dos
176,HP,3.0,0,16.0,GDDR6,4.0,3.0,Marka Grantili,Tasarım,37917.03,16,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
177,LENOVO,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,31271.8,32,4,512.0,5.0,2.0,3.0,11.0,Intel Core i7,6.0,Free Dos
178,HP,2.0,0,16.1,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,32999.0,16,8,512.0,5.0,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
179,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12149.0,16,4,512.0,5.0,1.0,2.0,3.0,AMD Ryzen 7,4.0,Free Dos
180,ASUS,3.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,29999.0,16,8,512.0,4.69,1.0,2.0,12.0,Intel Core i7,10.0,Windows
181,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,34699.0,16,4,512.0,4.59,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
182,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,17906.31,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
183,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,38299.98,16,8,512.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
184,Dell,2.0,1,17.0,GDDR6,12.0,2.0,Resmi Distribütör Garantili,Ofis - İş,105728.03,64,8,1024.0,4.56,3.0,4.0,12.0,Intel Core i9,14.0,Windows
185,MSI,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,31199.0,16,6,1024.0,4.27,1.0,2.0,12.0,Intel Core i7,14.0,Windows
186,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,30999.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,6.0,Windows
187,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,30883.61,16,8,1024.0,5.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Free Dos
188,LENOVO,3.0,0,15.6,DDR4,4.0,2.0,Resmi Distribütör Garantili,Ev - Okul,18799.0,16,4,512.0,4.6,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
189,Apple,3.0,0,13.3,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,28270.36,8,3,512.0,5.0,2.0,2.0,8.0,Intel Core i5,4.0,Mac Os
190,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,18282.53,16,4,512.0,4.83,1.0,2.0,11.0,Intel Core i7,4.0,Windows
191,ACER,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,16979.0,16,4,512.0,4.64,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
192,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20639.0,16,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
193,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,27433.3,16,4,1024.0,5.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
194,LENOVO,3.0,1,14.0,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,26999.0,8,4,512.0,4.45,1.0,2.0,11.0,Intel Core i7,4.0,Windows
195,ASUS,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,5493.51,4,4,128.0,5.0,1.0,2.0,10.0,Intel Celeron,4.0,Windows
196,ASUS,3.0,0,14.0,GDDR6,4.0,2.0,Marka Grantili,Ofis - İş,26949.0,16,4,1024.0,5.0,2.0,3.0,5.0,AMD,8.0,Free Dos
197,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,14319.0,16,4,1024.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
198,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,25999.0,16,8,512.0,5.0,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
199,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,15815.0,8,4,8.0,5.0,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
200,MSI,3.0,0,17.3,DDR4,4.0,2.0,Resmi Distribütör Garantili,Oyun,25219.0,8,4,512.0,4.75,1.0,2.0,11.0,Intel Core i7,8.0,Free Dos
201,Dell,3.0,0,14.0,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,15721.0,8,4,256.0,4.74,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
202,HP,3.0,0,15.6,GDDR6,2.0,2.0,Marka Grantili,Ev - Okul,16999.0,8,4,512.0,5.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
203,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,24999.0,8,8,512.0,4.64,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
204,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,24880.95,8,4,256.0,5.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Free Dos
205,Dell,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12999.0,8,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Diğer
206,LENOVO,3.0,1,14.0,GDDR6,2.0,2.0,Marka Grantili,Ofis - İş,21999.0,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
207,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,21900.63,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,6.0,Windows
208,LENOVO,2.0,0,15.6,DDR4,4.0,1.0,Resmi Distribütör Garantili,Oyun,21125.64,8,4,512.0,4.64,1.0,2.0,7.0,Intel Core i5,2.0,Windows
209,LENOVO,3.0,1,15.6,SD,0.0,2.0,Marka Grantili,Ofis - İş,21454.43,8,4,512.0,4.56,1.0,2.0,11.0,Intel Core i7,4.0,Windows
210,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12789.0,16,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
211,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20999.0,16,4,1024.0,4.53,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
212,Dell,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,20999.0,8,4,512.0,4.7,1.0,2.0,11.0,Intel Core i7,8.0,Diğer
213,MSI,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20990.0,8,4,512.0,4.43,1.0,2.0,11.0,Intel Core i5,6.0,Free Dos
214,HP,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20999.0,16,4,512.0,4.86,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
215,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20707.53,32,4,512.0,4.73,1.0,2.0,4.0,AMD Ryzen 5,6.0,Windows
216,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15348.21,16,4,512.0,0.0,1.0,2.0,10.0,Intel Core i7,4.0,Free Dos
217,HP,3.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,22088.43,16,4,512.0,4.92,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
218,LENOVO,3.0,0,17.3,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Tasarım,19859.0,16,4,1024.0,5.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
219,LENOVO,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20399.0,16,4,512.0,3.67,1.0,2.0,11.0,Intel Core i5,2.0,Free Dos
220,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,20571.21,8,4,512.0,4.8,1.0,2.0,10.0,Intel Core i7,8.0,Free Dos
221,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,19204.03,16,4,512.0,5.0,1.0,2.0,10.0,Intel Core i5,6.0,Windows
222,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,19699.0,16,4,512.0,4.9,1.0,2.0,4.0,AMD Ryzen 5,6.0,Windows
223,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18899.0,16,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
224,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,19575.65,12,4,512.0,5.0,1.0,2.0,10.0,Intel Core i7,8.0,Free Dos
225,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20901.53,16,4,512.0,5.0,1.0,2.0,10.0,Intel Core i7,8.0,Free Dos
226,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,19499.0,8,4,512.0,4.42,1.0,2.0,11.0,Intel Core i5,6.0,Windows
227,HP,3.0,0,17.3,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,17894.53,16,3,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
228,ACER,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,19399.0,16,3,512.0,4.69,1.0,2.0,5.0,AMD Ryzen 7,6.0,Free Dos
229,ASUS,3.0,1,13.3,GDDR5,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,19899.0,8,4,512.0,4.78,1.0,2.0,10.0,Intel Core i5,4.0,Windows
230,LENOVO,3.0,1,14.0,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,19000.0,16,4,512.0,4.62,1.0,2.0,11.0,Intel Core i5,4.0,Windows
231,HP,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18990.0,8,4,512.0,4.3,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
232,LENOVO,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,17849.0,8,4,512.0,4.69,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
233,Dell,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18041.97,16,4,512.0,3.33,1.0,2.0,10.0,Intel Core i5,6.0,Windows
234,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18100.0,8,4,512.0,5.0,1.0,2.0,10.0,Intel Core i5,6.0,Windows
235,Dell,2.0,0,14.0,DDR,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12795.68,1,4,128.0,4.83,1.0,2.0,1.0,AMD,1.0,Free Dos
236,Dell,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ev - Okul,12434.55,16,4,1024.0,5.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Windows
237,LENOVO,2.0,0,14.0,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,10999.0,8,4,256.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
238,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,11499.0,8,4,256.0,4.5,1.0,2.0,10.0,Intel Core i5,4.0,Windows
239,HP,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,16439.0,16,4,512.0,4.68,1.0,2.0,7.0,AMD Ryzen 5,6.0,Free Dos
240,ACER,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,16594.78,8,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
